Attribute,Attribute,ISBLANK,Description,Value,Missing_value,Meaning
,D19_BILDUNG_RZ,1,transactional activity based on the product group EDUCATION - on grid level -,7,[0],Prospects > 24 months
D19_BIO_OEKO_RZ,D19_BIO_OEKO_RZ,0,transactional activity based on the product group ECOLOGICALS - on grid level -,0,[0],no transaction known
,D19_BIO_OEKO_RZ,1,transactional activity based on the product group ECOLOGICALS - on grid level -,1,[0],Multibuyer 0-12 months
,D19_BIO_OEKO_RZ,1,transactional activity based on the product group ECOLOGICALS - on grid level -,2,[0],Doublebuyer 0-12 months
,D19_BIO_OEKO_RZ,1,transactional activity based on the product group ECOLOGICALS - on grid level -,3,[0],Singlebuyer 0-12 months
,D19_BIO_OEKO_RZ,1,transactional activity based on the product group ECOLOGICALS - on grid level -,4,[0],Multi-/Doublebuyer 13-24 months
,D19_BIO_OEKO_RZ,1,transactional activity based on the product group ECOLOGICALS - on grid level -,5,[0],Singlebuyer 13-24 months
,D19_BIO_OEKO_RZ,1,transactional activity based on the product group ECOLOGICALS - on grid level -,6,[0],Buyer > 24 months
,D19_BIO_OEKO_RZ,1,transactional activity based on the product group ECOLOGICALS - on grid level -,7,[0],Prospects > 24 months
D19_BUCH_RZ,D19_BUCH_RZ,0,transactional activity based on the product group BOOKS and CDS - on grid level -,0,[0],no transaction known
,D19_BUCH_RZ,1,transactional activity based on the product group BOOKS and CDS - on grid level -,1,[0],Multibuyer 0-12 months
,D19_BUCH_RZ,1,transactional activity based on the product group BOOKS and CDS - on grid level -,2,[0],Doublebuyer 0-12 months
,D19_BUCH_RZ,1,transactional activity based on the product group BOOKS and CDS - on grid level -,3,[0],Singlebuyer 0-12 months
,D19_BUCH_RZ,1,transactional activity based on the product group BOOKS and CDS - on grid level -,4,[0],Multi-/Doublebuyer 13-24 months
,D19_BUCH_RZ,1,transactional activity based on the product group BOOKS and CDS - on grid level -,5,[0],Singlebuyer 13-24 months
,D19_BUCH_RZ,1,transactional activity based on the product group BOOKS and CDS - on grid level -,6,[0],Buyer > 24 months
,D19_BUCH_RZ,1,transactional activity based on the product group BOOKS and CDS - on grid level -,7,[0],Prospects > 24 months
D19_DIGIT_SERV_RZ,D19_DIGIT_SERV_RZ,0,transactional activity based on the product group DIGITAL SERVICES - on grid level -,0,[0],no transaction known
,D19_DIGIT_SERV_RZ,1,transactional activity based on the product group DIGITAL SERVICES - on grid level -,1,[0],Multibuyer 0-12 months
,D19_DIGIT_SERV_RZ,1,transactional activity based on the product group DIGITAL SERVICES - on grid level -,2,[0],Doublebuyer 0-12 months
,D19_DIGIT_SERV_RZ,1,transactional activity based on the product group DIGITAL SERVICES - on grid level -,3,[0],Singlebuyer 0-12 months
,D19_DIGIT_SERV_RZ,1,transactional activity based on the product group DIGITAL SERVICES - on grid level -,4,[0],Multi-/Doublebuyer 13-24 months
,D19_DIGIT_SERV_RZ,1,transactional activity based on the product group DIGITAL SERVICES - on grid level -,5,[0],Singlebuyer 13-24 months
,D19_DIGIT_SERV_RZ,1,transactional activity based on the product group DIGITAL SERVICES - on grid level -,6,[0],Buyer > 24 months
,D19_DIGIT_SERV_RZ,1,transactional activity based on the product group DIGITAL SERVICES - on grid level -,7,[0],Prospects > 24 months
D19_DROGERIEARTIKEL_RZ,D19_DROGERIEARTIKEL_RZ,0,transactional activity based on the product group DRUGSTORES - on grid level -,0,[0],no transaction known
,D19_DROGERIEARTIKEL_RZ,1,transactional activity based on the product group DRUGSTORES - on grid level -,1,[0],Multibuyer 0-12 months
,D19_DROGERIEARTIKEL_RZ,1,transactional activity based on the product group DRUGSTORES - on grid level -,2,[0],Doublebuyer 0-12 months
,D19_DROGERIEARTIKEL_RZ,1,transactional activity based on the product group DRUGSTORES - on grid level -,3,[0],Singlebuyer 0-12 months
,D19_DROGERIEARTIKEL_RZ,1,transactional activity based on the product group DRUGSTORES - on grid level -,4,[0],Multi-/Doublebuyer 13-24 months
,D19_DROGERIEARTIKEL_RZ,1,transactional activity based on the product group DRUGSTORES - on grid level -,5,[0],Singlebuyer 13-24 months
,D19_DROGERIEARTIKEL_RZ,1,transactional activity based on the product group DRUGSTORES - on grid level -,6,[0],Buyer > 24 months
,D19_DROGERIEARTIKEL_RZ,1,transactional activity based on the product group DRUGSTORES - on grid level -,7,[0],Prospects > 24 months
D19_ENERGIE_RZ,D19_ENERGIE_RZ,0,transactional activity based on the product group ENERGY - on grid level -,0,[0],no transaction known
,D19_ENERGIE_RZ,1,transactional activity based on the product group ENERGY - on grid level -,1,[0],Multibuyer 0-12 months
,D19_ENERGIE_RZ,1,transactional activity based on the product group ENERGY - on grid level -,2,[0],Doublebuyer 0-12 months
,D19_ENERGIE_RZ,1,transactional activity based on the product group ENERGY - on grid level -,3,[0],Singlebuyer 0-12 months
,D19_ENERGIE_RZ,1,transactional activity based on the product group ENERGY - on grid level -,4,[0],Multi-/Doublebuyer 13-24 months
,D19_ENERGIE_RZ,1,transactional activity based on the product group ENERGY - on grid level -,5,[0],Singlebuyer 13-24 months
,D19_ENERGIE_RZ,1,transactional activity based on the product group ENERGY - on grid level -,6,[0],Buyer > 24 months
,D19_ENERGIE_RZ,1,transactional activity based on the product group ENERGY - on grid level -,7,[0],Prospects > 24 months
D19_FREIZEIT_RZ,D19_FREIZEIT_RZ,0,transactional activity based on the product group LEISURE PRODUCTS - on grid level -,0,[0],no transaction known
,D19_FREIZEIT_RZ,1,transactional activity based on the product group LEISURE PRODUCTS - on grid level -,1,[0],Multibuyer 0-12 months
,D19_FREIZEIT_RZ,1,transactional activity based on the product group LEISURE PRODUCTS - on grid level -,2,[0],Doublebuyer 0-12 months
,D19_FREIZEIT_RZ,1,transactional activity based on the product group LEISURE PRODUCTS - on grid level -,3,[0],Singlebuyer 0-12 months
,D19_FREIZEIT_RZ,1,transactional activity based on the product group LEISURE PRODUCTS - on grid level -,4,[0],Multi-/Doublebuyer 13-24 months
,D19_FREIZEIT_RZ,1,transactional activity based on the product group LEISURE PRODUCTS - on grid level -,5,[0],Singlebuyer 13-24 months
,D19_FREIZEIT_RZ,1,transactional activity based on the product group LEISURE PRODUCTS - on grid level -,6,[0],Buyer > 24 months
,D19_FREIZEIT_RZ,1,transactional activity based on the product group LEISURE PRODUCTS - on grid level -,7,[0],Prospects > 24 months
D19_GARTEN_RZ,D19_GARTEN_RZ,0,transactional activity based on the product group GARDENING PRODUCTS - on grid level -,0,[0],no transaction known
,D19_GARTEN_RZ,1,transactional activity based on the product group GARDENING PRODUCTS - on grid level -,1,[0],Multibuyer 0-12 months
,D19_GARTEN_RZ,1,transactional activity based on the product group GARDENING PRODUCTS - on grid level -,2,[0],Doublebuyer 0-12 months
,D19_GARTEN_RZ,1,transactional activity based on the product group GARDENING PRODUCTS - on grid level -,3,[0],Singlebuyer 0-12 months
,D19_GARTEN_RZ,1,transactional activity based on the product group GARDENING PRODUCTS - on grid level -,4,[0],Multi-/Doublebuyer 13-24 months
,D19_GARTEN_RZ,1,transactional activity based on the product group GARDENING PRODUCTS - on grid level -,5,[0],Singlebuyer 13-24 months
,D19_GARTEN_RZ,1,transactional activity based on the product group GARDENING PRODUCTS - on grid level -,6,[0],Buyer > 24 months
,D19_GARTEN_RZ,1,transactional activity based on the product group GARDENING PRODUCTS - on grid level -,7,[0],Prospects > 24 months
D19_GESAMT_ANZ_12,D19_GESAMT_ANZ_12,0,transaction activity TOTAL POOL in the last 12 months,0,[0],no transactions known
,D19_GESAMT_ANZ_12,1,transaction activity TOTAL POOL in the last 12 months,1,[0],very low activity
,D19_GESAMT_ANZ_12,1,transaction activity TOTAL POOL in the last 12 months,2,[0],low activity
,D19_GESAMT_ANZ_12,1,transaction activity TOTAL POOL in the last 12 months,3,[0],slightly increased activity
,D19_GESAMT_ANZ_12,1,transaction activity TOTAL POOL in the last 12 months,4,[0],increased activity
,D19_GESAMT_ANZ_12,1,transaction activity TOTAL POOL in the last 12 months,5,[0],high activity
,D19_GESAMT_ANZ_12,1,transaction activity TOTAL POOL in the last 12 months,6,[0],very high activity
D19_GESAMT_ANZ_24,D19_GESAMT_ANZ_24,0,transaction activity TOTAL POOL in the last 24 months,0,[0],no transactions known
,D19_GESAMT_ANZ_24,1,transaction activity TOTAL POOL in the last 24 months,1,[0],very low activity
,D19_GESAMT_ANZ_24,1,transaction activity TOTAL POOL in the last 24 months,2,[0],low activity
,D19_GESAMT_ANZ_24,1,transaction activity TOTAL POOL in the last 24 months,3,[0],slightly increased activity
,D19_GESAMT_ANZ_24,1,transaction activity TOTAL POOL in the last 24 months,4,[0],increased activity
,D19_GESAMT_ANZ_24,1,transaction activity TOTAL POOL in the last 24 months,5,[0],high activity
,D19_GESAMT_ANZ_24,1,transaction activity TOTAL POOL in the last 24 months,6,[0],very high activity
D19_GESAMT_DATUM,D19_GESAMT_DATUM,0,actuality of the last transaction with the complete file TOTAL,1,[10],highest activity within the last 12 months
,D19_GESAMT_DATUM,1,actuality of the last transaction with the complete file TOTAL,2,[10],very high activity within the last 12 months
,D19_GESAMT_DATUM,1,actuality of the last transaction with the complete file TOTAL,3,[10],high activity within the last 12 months
,D19_GESAMT_DATUM,1,actuality of the last transaction with the complete file TOTAL,4,[10],increased activity within the last 12 months
,D19_GESAMT_DATUM,1,actuality of the last transaction with the complete file TOTAL,5,[10],slightly increased activity within the last 12 months
,D19_GESAMT_DATUM,1,actuality of the last transaction with the complete file TOTAL,6,[10],activity elder than 1 year
,D19_GESAMT_DATUM,1,actuality of the last transaction with the complete file TOTAL,7,[10],"activity elder than 1,5 years"
,D19_GESAMT_DATUM,1,actuality of the last transaction with the complete file TOTAL,8,[10],activity elder than 2 years
,D19_GESAMT_DATUM,1,actuality of the last transaction with the complete file TOTAL,9,[10],activity elder than 3 years
,D19_GESAMT_DATUM,1,actuality of the last transaction with the complete file TOTAL,10,[10],no transactions known
D19_GESAMT_OFFLINE_DATUM,D19_GESAMT_OFFLINE_DATUM,0,actuality of the last transaction with the complete file OFFLINE,1,[10],highest activity within the last 12 months
,D19_GESAMT_OFFLINE_DATUM,1,actuality of the last transaction with the complete file OFFLINE,2,[10],very high activity within the last 12 months
,D19_GESAMT_OFFLINE_DATUM,1,actuality of the last transaction with the complete file OFFLINE,3,[10],high activity within the last 12 months
,D19_GESAMT_OFFLINE_DATUM,1,actuality of the last transaction with the complete file OFFLINE,4,[10],increased activity within the last 12 months
,D19_GESAMT_OFFLINE_DATUM,1,actuality of the last transaction with the complete file OFFLINE,5,[10],slightly increased activity within the last 12 months
,D19_GESAMT_OFFLINE_DATUM,1,actuality of the last transaction with the complete file OFFLINE,6,[10],activity elder than 1 year
,D19_GESAMT_OFFLINE_DATUM,1,actuality of the last transaction with the complete file OFFLINE,7,[10],"activity elder than 1,5 years"
,D19_GESAMT_OFFLINE_DATUM,1,actuality of the last transaction with the complete file OFFLINE,8,[10],activity elder than 2 years
,D19_GESAMT_OFFLINE_DATUM,1,actuality of the last transaction with the complete file OFFLINE,9,[10],activity elder than 3 years
,D19_GESAMT_OFFLINE_DATUM,1,actuality of the last transaction with the complete file OFFLINE,10,[10],no transactions known
D19_GESAMT_ONLINE_DATUM,D19_GESAMT_ONLINE_DATUM,0,actuality of the last transaction with the complete file ONLINE,1,[10],highest activity within the last 12 months
,D19_GESAMT_ONLINE_DATUM,1,actuality of the last transaction with the complete file ONLINE,2,[10],very high activity within the last 12 months
,D19_GESAMT_ONLINE_DATUM,1,actuality of the last transaction with the complete file ONLINE,3,[10],high activity within the last 12 months
,D19_GESAMT_ONLINE_DATUM,1,actuality of the last transaction with the complete file ONLINE,4,[10],increased activity within the last 12 months
,D19_GESAMT_ONLINE_DATUM,1,actuality of the last transaction with the complete file ONLINE,5,[10],slightly increased activity within the last 12 months
,D19_GESAMT_ONLINE_DATUM,1,actuality of the last transaction with the complete file ONLINE,6,[10],activity elder than 1 year
,D19_GESAMT_ONLINE_DATUM,1,actuality of the last transaction with the complete file ONLINE,7,[10],"activity elder than 1,5 years"
,D19_GESAMT_ONLINE_DATUM,1,actuality of the last transaction with the complete file ONLINE,8,[10],activity elder than 2 years
,D19_GESAMT_ONLINE_DATUM,1,actuality of the last transaction with the complete file ONLINE,9,[10],activity elder than 3 years
,D19_GESAMT_ONLINE_DATUM,1,actuality of the last transaction with the complete file ONLINE,10,[10],no transactions known
D19_GESAMT_ONLINE_QUOTE_12,D19_GESAMT_ONLINE_QUOTE_12,0,amount of online transactions within all transactions in the complete file,0,[0],no Online-transactions within the last 12 months
,D19_GESAMT_ONLINE_QUOTE_12,1,amount of online transactions within all transactions in the complete file,1,[0],10% Online-transactions within the last 12 months
,D19_GESAMT_ONLINE_QUOTE_12,1,amount of online transactions within all transactions in the complete file,2,[0],20% Online-transactions within the last 12 months
,D19_GESAMT_ONLINE_QUOTE_12,1,amount of online transactions within all transactions in the complete file,3,[0],30% Online-transactions within the last 12 months
,D19_GESAMT_ONLINE_QUOTE_12,1,amount of online transactions within all transactions in the complete file,4,[0],40% Online-transactions within the last 12 months
,D19_GESAMT_ONLINE_QUOTE_12,1,amount of online transactions within all transactions in the complete file,5,[0],50% Online-transactions within the last 12 months
,D19_GESAMT_ONLINE_QUOTE_12,1,amount of online transactions within all transactions in the complete file,6,[0],60% Online-transactions within the last 12 months
,D19_GESAMT_ONLINE_QUOTE_12,1,amount of online transactions within all transactions in the complete file,7,[0],70% Online-transactions within the last 12 months
,D19_GESAMT_ONLINE_QUOTE_12,1,amount of online transactions within all transactions in the complete file,8,[0],80% Online-transactions within the last 12 months
,D19_GESAMT_ONLINE_QUOTE_12,1,amount of online transactions within all transactions in the complete file,9,[0],90% Online-transactions within the last 12 months
,D19_GESAMT_ONLINE_QUOTE_12,1,amount of online transactions within all transactions in the complete file,10,[0],100% Online-transactions within the last 12 months
D19_HANDWERK_RZ,D19_HANDWERK_RZ,0,transactional activity based on the product group DO-IT-YOURSELF PRODUCTS - on grid level -,0,[0],no transaction known
,D19_HANDWERK_RZ,1,transactional activity based on the product group DO-IT-YOURSELF PRODUCTS - on grid level -,1,[0],Multibuyer 0-12 months
,D19_HANDWERK_RZ,1,transactional activity based on the product group DO-IT-YOURSELF PRODUCTS - on grid level -,2,[0],Doublebuyer 0-12 months
,D19_HANDWERK_RZ,1,transactional activity based on the product group DO-IT-YOURSELF PRODUCTS - on grid level -,3,[0],Singlebuyer 0-12 months
,D19_HANDWERK_RZ,1,transactional activity based on the product group DO-IT-YOURSELF PRODUCTS - on grid level -,4,[0],Multi-/Doublebuyer 13-24 months
,D19_HANDWERK_RZ,1,transactional activity based on the product group DO-IT-YOURSELF PRODUCTS - on grid level -,5,[0],Singlebuyer 13-24 months
,D19_HANDWERK_RZ,1,transactional activity based on the product group DO-IT-YOURSELF PRODUCTS - on grid level -,6,[0],Buyer > 24 months
